sku_id,forecast_week,forecast_units,sku_name,category,unit_price,cost_price
SKU04105,2026-01-11,1.9471919228285086,BasicNeeds Men's Grooming 100g,Personal Care,464.78,266.54
SKU01274,2026-01-11,1.764102306296919,ValueChoice Small Appliances Family Pack,Electronics & Accessories,558.36,313.23
SKU04157,2026-01-11,1.5439584147490382,PremiumSelect Small Appliances 1L,Electronics & Accessories,2678.35,2028.35
SKU01507,2026-01-11,0.9701347182525472,CleanWave Home Decor Pack of 6,Home & Kitchen,220.84,153.68
SKU04032,2026-01-11,1.5788265623973325,SunriseFoods Hair Care Pack of 12,Personal Care,203.7,144.36
SKU02660,2026-01-11,1.2647155316086405,HomeStyle Biscuits & Cookies Family Pack,Snacks & Confectionery,81.91,53.4
SKU02892,2026-01-11,1.187648815403892,CityFresh Cheese 2kg,Dairy & Bakery,77.05,46.22
SKU02538,2026-01-11,1.0629798124893628,EverydayPlus Ice Cream 2L,Frozen Foods,216.58,121.13
SKU04245,2026-01-11,0.983230113137178,PrimeCare Frozen Vegetables 1kg,Frozen Foods,217.78,127.83
SKU00169,2026-01-11,1.1563902735356872,DailyBest Office Supplies 500ml,Stationery & Office,95.37,60.41
SKU00500,2026-01-11,1.3462058562402066,UrbanBite Home Decor Family Pack,Home & Kitchen,1264.58,781.21
SKU00774,2026-01-11,1.2058771300018862,GreenValley Energy Drinks 1kg,Beverages,94.61,73.97
SKU01578,2026-01-11,1.0585969643646462,TrueTaste Ice Cream 250ml,Frozen Foods,540.35,338.5
SKU01164,2026-01-11,1.0893470955532232,SmartBuy Cookware Large,Home & Kitchen,241.81,152.68
SKU02648,2026-01-11,0.9434465302880862,ValueChoice Frozen Vegetables 2kg,Frozen Foods,883.45,591.38
SKU00692,2026-01-11,1.0723184933939687,SoftTouch OTC Medicine Pack of 6,Health & Wellness,235.52,187.94
SKU04453,2026-01-11,1.0080262870943868,TrueTaste Milk 2L,Dairy & Bakery,265.58,209.09
SKU04191,2026-01-11,0.9673279364094682,HomeStyle Spices & Seasoning 2L,Grocery,106.7,80.76
SKU02462,2026-01-11,1.2406370204711936,DailyBest Notebooks 2L,Stationery & Office,171.89,130.56
SKU03546,2026-01-11,0.9101621809392346,PrimeCare OTC Medicine Medium,Health & Wellness,496.17,310.3
SKU02526,2026-01-11,0.9618909450976714,CleanWave Vitamins & Supplements Pack of 12,Health & Wellness,698.11,423.86
SKU00484,2026-01-11,0.902458452954933,PurePlus Hair Care 2L,Personal Care,179.04,105.25
SKU03702,2026-01-11,0.8829414502123035,HomeStyle Cooking Oil Small,Grocery,473.65,320.92
SKU04318,2026-01-11,0.6776077959990321,SoftTouch Notebooks 500g,Stationery & Office,205.5,147.89
SKU03425,2026-01-11,0.96860507312349,QuickBite Office Supplies 250g,Stationery & Office,202.48,150.44
SKU03053,2026-01-11,0.9380609725792028,PremiumSelect Kids Wear Family Pack,Apparel & Footwear,4086.72,3149.1
SKU02449,2026-01-11,0.9026193419887663,EverydayPlus Notebooks 2kg,Stationery & Office,137.83,99.61
SKU01152,2026-01-11,1.059875203581535,FamilyChoice Skin Care 1L,Personal Care,486.03,295.8
SKU01030,2026-01-11,0.9652592339495004,NutriPlus Sugar & Salt 250g,Grocery,224.5,155.47
SKU00020,2026-01-11,0.9101028939784968,SmartBuy Rice & Grains 2L,Grocery,109.5,69.58
SKU04627,2026-01-11,0.9024184078528441,SunriseFoods Men's Grooming Small,Personal Care,630.47,386.96
SKU01677,2026-01-11,0.813901738778371,ValueChoice Tea Pack of 6,Beverages,127.3,74.18
SKU04041,2026-01-11,1.126756420198418,PurePlus Laundry 1kg,Home Care,575.93,357.52
SKU01993,2026-01-11,0.9123076067313571,DailyBest Office Supplies Pack of 12,Stationery & Office,142.17,83.84
SKU01048,2026-01-11,0.9051539981620859,EliteHome Notebooks 500ml,Stationery & Office,96.18,54.31
SKU01784,2026-01-11,1.0102700635229696,HealthFirst Writing Instruments 250ml,Stationery & Office,168.81,117.23
SKU01317,2026-01-11,0.8303293911215185,TrueTaste First Aid 2kg,Health & Wellness,644.83,438.36
SKU01414,2026-01-11,0.917201906227678,CityFresh Notebooks 2L,Stationery & Office,193.44,136.08
SKU03800,2026-01-11,0.8865418055891845,ValueChoice Chocolates 250ml,Snacks & Confectionery,114.46,76.17
SKU00263,2026-01-11,1.1514406108957338,CityFresh Bread 500g,Dairy & Bakery,443.51,327.3
SKU00628,2026-01-11,1.041396518294903,EverydayPlus Soft Drinks Pack of 12,Beverages,135.8,98.43
SKU02776,2026-01-11,1.2397049573497896,SparkleClean Namkeen Pack of 12,Snacks & Confectionery,234.93,178.45
SKU02840,2026-01-11,0.8976888970975435,PremiumSelect Dishwashing 500ml,Home Care,267.04,174.46
SKU00177,2026-01-11,0.963542391641805,FamilyChoice Chocolates Pack of 12,Snacks & Confectionery,114.65,77.09
SKU02176,2026-01-11,0.8978146119055744,CleanWave Footwear Family Pack,Apparel & Footwear,989.87,773.14
SKU03323,2026-01-11,0.7358800995894953,UrbanBite Batteries 250ml,Electronics & Accessories,3001.52,1916.58
SKU02640,2026-01-11,0.9618650570041773,NutriPlus Home Decor 250ml,Home & Kitchen,1563.22,888.14
SKU00369,2026-01-11,1.0664883435696453,MetroBrand Surface Cleaners 500ml,Home Care,368.93,294.03
SKU00539,2026-01-11,0.9021510957477916,PremiumSelect Air Fresheners Pack of 12,Home Care,199.63,143.49
SKU02247,2026-01-11,0.8971407521362248,CityFresh Writing Instruments 2L,Stationery & Office,179.3,134.06
SKU01138,2026-01-11,0.9096131197551309,SoftTouch Chips & Crisps 250ml,Snacks & Confectionery,181.15,141.66
SKU02482,2026-01-11,0.9205158647359667,MetroBrand Batteries 2kg,Electronics & Accessories,1297.95,910.7
SKU03535,2026-01-11,0.9995255792255129,DailyBest Office Supplies 2L,Stationery & Office,178.62,117.63
SKU00531,2026-01-11,1.0195381494142304,FamilyChoice Mobile Accessories Large,Electronics & Accessories,2949.96,1920.98
SKU00001,2026-01-11,0.0,NutriPlus Cookware Large,Home & Kitchen,813.41,619.77
SKU00003,2026-01-11,0.0,SoftTouch Notebooks 2L,Stationery & Office,151.28,83.67
SKU00004,2026-01-11,0.25,SunriseFoods Eggs Large,Dairy & Bakery,233.64,156.32
SKU00005,2026-01-11,0.0,SunriseFoods Pest Control Pack of 6,Home Care,138.5,83.46
SKU00006,2026-01-11,0.0,UrbanBite OTC Medicine 100g,Health & Wellness,1413.92,830.81
SKU00007,2026-01-11,0.0,GreenValley Energy Drinks Pack of 12,Beverages,129.75,78.97
SKU00008,2026-01-11,0.25,CleanWave Frozen Vegetables 100g,Frozen Foods,492.11,358.31
SKU00009,2026-01-11,0.0,SmartBuy Frozen Vegetables Medium,Frozen Foods,251.86,178.03
SKU00010,2026-01-11,0.0,SparkleClean Footwear 250ml,Apparel & Footwear,1602.79,1096.65
SKU00011,2026-01-11,0.0,PremiumSelect Writing Instruments 500g,Stationery & Office,123.36,83.12
SKU00012,2026-01-11,0.0,HomeStyle Vitamins & Supplements 1kg,Health & Wellness,813.52,526.59
SKU00013,2026-01-11,0.0,PrimeCare Hair Care Pack of 12,Personal Care,521.95,402.76
SKU00014,2026-01-11,1.25,EliteHome Men's Grooming Medium,Personal Care,161.5,126.47
SKU00015,2026-01-11,0.0,EverydayPlus Dishwashing 2L,Home Care,277.24,205.47
SKU00016,2026-01-11,0.25,PrimeCare Men's Wear 500g,Apparel & Footwear,3478.65,2163.92
SKU00017,2026-01-11,0.0,CleanWave Eggs Large,Dairy & Bakery,280.39,218.27
SKU00018,2026-01-11,0.0,PurePlus Chips & Crisps Small,Snacks & Confectionery,93.88,70.86
SKU00019,2026-01-11,0.0,PremiumSelect Hair Care 500ml,Personal Care,394.36,229.13
SKU00021,2026-01-11,0.0,DailyBest Tea Family Pack,Beverages,116.7,73.74
SKU00022,2026-01-11,0.0,PrimeCare Bottled Water 250ml,Beverages,201.01,147.24
SKU00023,2026-01-11,0.5,MetroBrand Footwear 100g,Apparel & Footwear,2028.91,1381.64
SKU00024,2026-01-11,0.0,HealthFirst Batteries 500g,Electronics & Accessories,2711.05,1671.96
SKU00025,2026-01-11,0.0,CityFresh Mobile Accessories Pack of 6,Electronics & Accessories,2441.35,1483.61
SKU00026,2026-01-11,0.0,PrimeCare Laundry Family Pack,Home Care,287.47,190.99
SKU00027,2026-01-11,1.25,TrueTaste Mobile Accessories Small,Electronics & Accessories,608.24,435.8
SKU00028,2026-01-11,0.0,NatureBlend Bottled Water Pack of 6,Beverages,94.45,63.96
SKU00029,2026-01-11,0.0,BasicNeeds Cookware 2kg,Home & Kitchen,1987.18,1222.63
SKU00030,2026-01-11,0.75,FreshFarm Frozen Meat 500ml,Frozen Foods,402.34,283.65
SKU00031,2026-01-11,0.0,BasicNeeds Office Supplies 100g,Stationery & Office,151.46,121.13
SKU00032,2026-01-11,0.0,PrimeCare Coffee 250ml,Beverages,51.91,30.84
SKU00033,2026-01-11,0.0,NovaFresh Air Fresheners Pack of 6,Home Care,164.5,112.21
SKU00034,2026-01-11,0.0,TrueTaste Small Appliances Large,Electronics & Accessories,2105.17,1355.55
SKU00035,2026-01-11,0.75,PremiumSelect Air Fresheners Large,Home Care,215.32,130.18
SKU00036,2026-01-11,2.25,CleanWave Air Fresheners Medium,Home Care,188.79,145.16
SKU00037,2026-01-11,0.0,EverydayPlus Energy Drinks 100g,Beverages,109.86,86.73
SKU00038,2026-01-11,0.0,CleanWave Skin Care Medium,Personal Care,377.52,240.69
SKU00039,2026-01-11,0.0,GreenValley Candy 1kg,Snacks & Confectionery,124.83,79.49
SKU00040,2026-01-11,0.0,CityFresh Cheese Pack of 6,Dairy & Bakery,206.7,118.43
SKU00041,2026-01-11,0.25,NovaFresh Small Appliances Family Pack,Electronics & Accessories,2490.74,1754.57
SKU00042,2026-01-11,0.0,ValueChoice OTC Medicine Large,Health & Wellness,1110.09,617.92
SKU00043,2026-01-11,0.75,NovaFresh First Aid Pack of 6,Health & Wellness,615.37,414.79
SKU00044,2026-01-11,0.0,PureLife Skin Care 2kg,Personal Care,525.77,309.26
SKU00045,2026-01-11,0.0,SmartBuy Writing Instruments 1L,Stationery & Office,352.71,253.27
SKU00046,2026-01-11,1.0,QuickBite Bottled Water Pack of 12,Beverages,154.0,120.46
SKU00047,2026-01-11,0.0,NutriPlus Men's Grooming 1L,Personal Care,289.44,165.62
SKU00048,2026-01-11,0.5,BasicNeeds Energy Drinks 500ml,Beverages,111.68,83.14
SKU00049,2026-01-11,0.5,CityFresh Oral Care 500ml,Personal Care,584.25,442.65
SKU00050,2026-01-11,0.0,PremiumSelect Office Supplies 2L,Stationery & Office,34.08,20.25
SKU00051,2026-01-11,0.0,CrispKing Oral Care 100g,Personal Care,336.75,262.89
SKU00052,2026-01-11,0.0,ValueChoice Storage & Containers Family Pack,Home & Kitchen,1372.15,967.68
SKU00053,2026-01-11,0.0,BasicNeeds Pest Control 250g,Home Care,322.02,220.18
SKU00054,2026-01-11,1.25,FreshFarm Small Appliances Family Pack,Electronics & Accessories,2079.97,1493.11
SKU00055,2026-01-11,0.5,PureLife Surface Cleaners 100g,Home Care,409.38,254.65
SKU00056,2026-01-11,0.0,NovaFresh Butter & Ghee 1L,Dairy & Bakery,79.8,44.4
SKU00057,2026-01-11,0.0,FamilyChoice Kids Wear 500ml,Apparel & Footwear,2287.08,1510.65
SKU00058,2026-01-11,0.0,NutriPlus Office Supplies 2L,Stationery & Office,95.03,69.93
SKU00059,2026-01-11,0.0,TrueTaste Butter & Ghee 500ml,Dairy & Bakery,122.45,95.47
SKU00060,2026-01-11,0.0,BasicNeeds Men's Wear Large,Apparel & Footwear,724.16,476.15
SKU00061,2026-01-11,0.0,CrispKing Milk 100g,Dairy & Bakery,249.85,153.89
SKU00063,2026-01-11,0.25,PremiumSelect Women's Wear Pack of 12,Apparel & Footwear,1612.54,1264.03
SKU00064,2026-01-11,0.0,UrbanBite Air Fresheners Small,Home Care,214.86,130.58
SKU00065,2026-01-11,0.0,BasicNeeds Small Appliances 500g,Electronics & Accessories,964.12,749.86
SKU00066,2026-01-11,0.0,FreshFarm Cheese 100g,Dairy & Bakery,222.25,132.45
SKU00067,2026-01-11,0.0,EliteHome Spices & Seasoning 250ml,Grocery,492.46,273.09
SKU00068,2026-01-11,0.0,MetroBrand Tea 2kg,Beverages,266.94,161.78
SKU00069,2026-01-11,0.0,PureLife Laundry Small,Home Care,258.89,174.28
SKU00070,2026-01-11,0.0,PremiumSelect Storage & Containers Large,Home & Kitchen,738.95,470.84
SKU00071,2026-01-11,0.0,CleanWave Juices 500ml,Beverages,273.19,212.25
SKU00072,2026-01-11,0.0,HomeStyle Pest Control Small,Home Care,327.25,224.58
SKU00073,2026-01-11,0.0,PrimeCare Small Appliances 100g,Electronics & Accessories,1216.02,704.61
SKU00074,2026-01-11,0.0,NutriPlus Candy Small,Snacks & Confectionery,197.5,139.5
SKU00075,2026-01-11,0.0,TrueTaste Batteries 250g,Electronics & Accessories,3697.58,2393.21
SKU00076,2026-01-11,0.5,TrueTaste Butter & Ghee Pack of 12,Dairy & Bakery,306.25,220.42
SKU00077,2026-01-11,0.0,CleanWave Women's Wear 250ml,Apparel & Footwear,1562.82,1166.71
SKU00078,2026-01-11,0.25,NatureBlend Ready Meals 500ml,Frozen Foods,820.53,653.46
SKU00080,2026-01-11,0.0,GreenValley Biscuits & Cookies 500ml,Snacks & Confectionery,85.23,54.69
SKU00081,2026-01-11,0.0,NovaFresh Laundry Large,Home Care,115.69,76.17
SKU00082,2026-01-11,0.0,SmartBuy Storage & Containers Medium,Home & Kitchen,480.16,312.42
SKU00083,2026-01-11,0.0,HomeStyle Pulses & Lentils 250ml,Grocery,333.54,221.02
SKU00084,2026-01-11,0.0,NutriPlus Men's Wear 2kg,Apparel & Footwear,1308.64,729.59
SKU00085,2026-01-11,0.25,BasicNeeds Dishwashing 1L,Home Care,372.68,228.02
SKU00086,2026-01-11,0.0,HealthFirst Small Appliances Pack of 12,Electronics & Accessories,2786.01,2220.28
SKU00087,2026-01-11,0.0,NatureBlend First Aid 500g,Health & Wellness,231.1,180.72
SKU00088,2026-01-11,0.0,PurePlus Pest Control Pack of 12,Home Care,148.62,83.54
SKU00089,2026-01-11,1.0,PrimeCare Yogurt Family Pack,Dairy & Bakery,316.27,251.4
SKU00090,2026-01-11,0.0,MetroBrand OTC Medicine Medium,Health & Wellness,618.63,462.73
SKU00091,2026-01-11,0.0,PureLife Bottled Water 2L,Beverages,223.64,123.16
SKU00092,2026-01-11,0.5,NutriPlus OTC Medicine 2kg,Health & Wellness,809.88,630.38
SKU00093,2026-01-11,0.0,ValueChoice Energy Drinks 2kg,Beverages,216.52,171.07
SKU00094,2026-01-11,0.75,ZestyCo OTC Medicine Small,Health & Wellness,1069.07,756.04
SKU00095,2026-01-11,0.0,GreenValley First Aid 500ml,Health & Wellness,696.82,520.58
SKU00096,2026-01-11,1.0,PrimeCare Juices 250g,Beverages,210.25,133.12
SKU00097,2026-01-11,0.0,GoldenHarvest Kids Wear Pack of 12,Apparel & Footwear,1103.71,764.96
SKU00098,2026-01-11,0.0,ValueChoice Men's Grooming 500g,Personal Care,306.0,224.26
SKU00099,2026-01-11,0.0,HealthFirst Footwear Family Pack,Apparel & Footwear,1671.99,1154.2
SKU00100,2026-01-11,0.0,ValueChoice Flour & Atta 500ml,Grocery,465.53,291.49
SKU00101,2026-01-11,0.0,EliteHome Chips & Crisps 250ml,Snacks & Confectionery,122.57,87.31
SKU00102,2026-01-11,0.0,PurePlus Surface Cleaners 100g,Home Care,111.77,84.9
SKU00103,2026-01-11,0.0,QuickBite Namkeen 500g,Snacks & Confectionery,179.7,136.39
SKU00104,2026-01-11,0.0,EverydayPlus Bread Family Pack,Dairy & Bakery,389.89,227.32
SKU00105,2026-01-11,0.0,GreenValley First Aid 2L,Health & Wellness,503.0,332.66
SKU00106,2026-01-11,0.0,CrispKing Bottled Water Large,Beverages,200.8,112.38
SKU00107,2026-01-11,1.0,HealthFirst Mobile Accessories Family Pack,Electronics & Accessories,2511.78,1778.82
SKU00108,2026-01-11,0.0,SmartBuy Juices 100g,Beverages,82.07,50.11
SKU00109,2026-01-11,0.0,MetroBrand Namkeen 250ml,Snacks & Confectionery,102.67,80.35
SKU00110,2026-01-11,0.75,CityFresh Vitamins & Supplements Medium,Health & Wellness,286.87,202.12
SKU00111,2026-01-11,0.0,HomeStyle Footwear 1L,Apparel & Footwear,2316.85,1506.31
SKU00112,2026-01-11,0.0,FreshFarm Chips & Crisps 1L,Snacks & Confectionery,218.89,160.42
SKU00113,2026-01-11,0.0,SmartBuy Bread 2L,Dairy & Bakery,136.55,82.18
SKU00114,2026-01-11,0.0,HomeStyle Writing Instruments Pack of 12,Stationery & Office,169.83,97.29
SKU00115,2026-01-11,0.0,QuickBite Office Supplies Family Pack,Stationery & Office,45.82,26.2
SKU00116,2026-01-11,0.0,CrispKing Ready Meals Large,Frozen Foods,317.12,220.62
SKU00117,2026-01-11,0.0,ZestyCo Surface Cleaners Pack of 6,Home Care,258.96,199.97
SKU00118,2026-01-11,0.25,SunriseFoods Bath & Body 2L,Personal Care,289.69,175.46
SKU00119,2026-01-11,0.5,CleanWave OTC Medicine 250ml,Health & Wellness,963.94,713.33
SKU00120,2026-01-11,0.0,FamilyChoice First Aid 250g,Health & Wellness,492.32,275.41
SKU00121,2026-01-11,0.0,CityFresh Cheese Pack of 12,Dairy & Bakery,195.28,124.65
SKU00122,2026-01-11,0.0,MetroBrand Cooking Oil 100g,Grocery,159.98,114.13
SKU00123,2026-01-11,0.0,MetroBrand Juices Pack of 12,Beverages,99.13,75.0
SKU00124,2026-01-11,0.0,PurePlus Writing Instruments 1L,Stationery & Office,345.68,271.63
SKU00125,2026-01-11,0.25,GoldenHarvest Air Fresheners Small,Home Care,477.75,338.32
SKU00126,2026-01-11,0.5,PurePlus Dishwashing Family Pack,Home Care,253.44,168.71
SKU00127,2026-01-11,0.0,PremiumSelect Dishwashing 2L,Home Care,223.69,126.42
SKU00128,2026-01-11,0.5,CrispKing Footwear 2L,Apparel & Footwear,741.97,459.21
SKU00129,2026-01-11,0.0,CleanWave Cooking Oil 1L,Grocery,217.18,169.57
SKU00130,2026-01-11,0.0,PremiumSelect Pulses & Lentils 250ml,Grocery,362.18,251.98
SKU00131,2026-01-11,0.0,SparkleClean Eggs 250g,Dairy & Bakery,119.24,75.8
SKU00132,2026-01-11,0.25,NutriPlus Air Fresheners 100g,Home Care,459.06,281.04
SKU00133,2026-01-11,1.75,PurePlus Small Appliances Pack of 12,Electronics & Accessories,1722.93,996.57
SKU00134,2026-01-11,0.0,ValueChoice Air Fresheners Large,Home Care,199.86,147.48
SKU00135,2026-01-11,0.0,ValueChoice Pest Control 100g,Home Care,191.52,125.08
SKU00136,2026-01-11,0.0,ZestyCo Writing Instruments 2kg,Stationery & Office,497.37,390.01
SKU00137,2026-01-11,0.0,TrueTaste Juices Pack of 6,Beverages,145.43,96.51
SKU00138,2026-01-11,0.25,SmartBuy Ready Meals Pack of 12,Frozen Foods,668.4,504.37
SKU00139,2026-01-11,0.0,GoldenHarvest Frozen Meat Small,Frozen Foods,790.82,460.7
SKU00140,2026-01-11,0.0,ZestyCo Dishwashing Pack of 12,Home Care,148.11,87.05
SKU00141,2026-01-11,0.0,ZestyCo Footwear 250g,Apparel & Footwear,2602.93,1609.4
SKU00142,2026-01-11,0.0,PremiumSelect Yogurt 1kg,Dairy & Bakery,135.03,80.72
SKU00143,2026-01-11,0.0,DailyBest Writing Instruments 1L,Stationery & Office,64.0,50.83
SKU00144,2026-01-11,0.0,FamilyChoice Eggs 100g,Dairy & Bakery,186.78,140.47
SKU00145,2026-01-11,0.0,HealthFirst Ready Meals 250ml,Frozen Foods,478.26,304.7
SKU00146,2026-01-11,0.25,SunriseFoods Ready Meals 250ml,Frozen Foods,703.46,478.32
SKU00147,2026-01-11,0.0,EliteHome Cookware Family Pack,Home & Kitchen,778.79,532.16
SKU00148,2026-01-11,1.25,FamilyChoice Air Fresheners 2kg,Home Care,357.28,250.74
SKU00149,2026-01-11,0.0,HealthFirst Cheese Family Pack,Dairy & Bakery,149.69,86.21
SKU00150,2026-01-11,0.0,FreshFarm Sugar & Salt Pack of 12,Grocery,266.14,169.6
SKU00151,2026-01-11,0.75,PurePlus Skin Care Pack of 12,Personal Care,201.86,115.36
SKU00152,2026-01-11,0.75,QuickBite Footwear Medium,Apparel & Footwear,1830.31,1427.21
SKU00153,2026-01-11,0.0,UrbanBite Pulses & Lentils Medium,Grocery,184.25,119.92
SKU00154,2026-01-11,0.0,DailyBest Storage & Containers 1kg,Home & Kitchen,2279.38,1667.95
SKU00155,2026-01-11,0.0,CityFresh Frozen Vegetables 500ml,Frozen Foods,585.78,457.03
SKU00156,2026-01-11,1.25,SunriseFoods Coffee 1L,Beverages,164.3,103.08
SKU00157,2026-01-11,0.0,QuickBite Butter & Ghee Family Pack,Dairy & Bakery,118.76,67.93
SKU00158,2026-01-11,0.0,CrispKing Ice Cream 100g,Frozen Foods,487.98,309.41
SKU00159,2026-01-11,0.0,GreenValley Milk 1L,Dairy & Bakery,230.93,165.75
SKU00160,2026-01-11,1.0,PurePlus Bottled Water 1kg,Beverages,202.06,136.38
SKU00161,2026-01-11,0.0,CleanWave OTC Medicine 1kg,Health & Wellness,501.77,285.38
SKU00162,2026-01-11,0.0,NovaFresh Small Appliances Small,Electronics & Accessories,2780.26,1577.93
SKU00163,2026-01-11,0.25,PrimeCare Juices 1kg,Beverages,151.67,109.94
SKU00164,2026-01-11,0.0,ZestyCo Butter & Ghee Small,Dairy & Bakery,113.99,83.68
SKU00165,2026-01-11,0.5,MetroBrand Chocolates Family Pack,Snacks & Confectionery,85.81,49.54
SKU00166,2026-01-11,1.5,EliteHome First Aid Small,Health & Wellness,830.77,621.98
SKU00167,2026-01-11,0.0,ZestyCo Batteries 500g,Electronics & Accessories,2596.95,1652.67
SKU00168,2026-01-11,0.0,EverydayPlus Mobile Accessories 500g,Electronics & Accessories,2234.32,1266.98
SKU00170,2026-01-11,0.0,ZestyCo Men's Wear 2L,Apparel & Footwear,1241.29,909.39
SKU00171,2026-01-11,1.0,CityFresh Cheese Small,Dairy & Bakery,253.93,181.29
SKU00172,2026-01-11,1.0,CityFresh Energy Drinks 500ml,Beverages,112.18,75.2
SKU00173,2026-01-11,0.0,SunriseFoods OTC Medicine 500g,Health & Wellness,1096.68,679.85
SKU00174,2026-01-11,0.0,NatureBlend Storage & Containers Family Pack,Home & Kitchen,638.72,418.03
SKU00175,2026-01-11,0.0,MetroBrand Office Supplies Large,Stationery & Office,182.36,117.7
SKU00176,2026-01-11,0.0,GreenValley Biscuits & Cookies Pack of 6,Snacks & Confectionery,45.08,29.19
